id,SurveyNum,Avrage_PR,Trans_lengthm,Lionfish_size_TL,Habitat_type,Lionfish_visibility,Lionfish_behaviour,Adj_behaviour,TOD,Num_attempts,Captured_bin,Mins_elapsed,Hrs_elapsed,Adj_min,Gamma_min,Capturer_name,Proportion_caught,Adj_Prop,Prop_remaining,Cap_Dives,Cap_removals,Cap_exp,Cap_affl,Cap_exp_new,Cap_exp_2821
942,5136,0.735442192,NA,35,Reef,EXP,hunt,active,Crepuscular,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
943,5136,0.735442192,NA,25,Reef,EXP,swim,active,Crepuscular,1,1,1,0.01667,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
944,5136,0.735442192,NA,40,Reef,EXP,swim,active,Crepuscular,1,1,2,0.03333,1,1,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
1044,5425,0.485620915,NA,34,Reef,EXP,hover,active,Crepuscular,1,1,1,0.01667,1,1,Kris and Grytch,0.333333333,0.333333333,0.666666667,NA,NA,High,Volunteer,High,High
46,163,1,38,22,Reef,EXP,hover,active,midday,1,1,1.002,0.0167,1,1,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
50,163,1,39,19,Reef,EXP,hover,active,midday,1,1,1.998,0.0333,1,1,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
142,362,0.8,24,29,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
148,373,0.8,3,16,Reef,EXP,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
153,394,0.529411765,5,18,Reef,EXP,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
162,403,0.529411765,39,20,Reef,EXP,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
425,2449,0.733333333,34,25,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
429,2457,0.733333333,4,43,Reef,SH,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,Liz,0.666666667,0.666666667,0.333333333,400,200,High,NRM&CS,High,High
97,248,0.931034483,29.6,12,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
122,294,0.931034483,37,12,Reef,EXP,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,Allison,1,0.99999,0,1200,224,High,Volunteer,High,High
171,460,0.529411765,0,26,Sand,EXP,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
172,460,0.529411765,0,27,Sand,EXP,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
436,2483,0.857142857,3,20,Sponge,EXP,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
465,2571,0.714285714,5,40,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Carlos,1,0.99999,0,1272,225,High,Volunteer,High,High
472,2615,0.733333333,1,16,Sponge,EXP,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Carlos,0.5,0.5,0.5,1272,225,High,Volunteer,High,High
286,2006,0.75,13,38,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Ryan,0.5,0.5,0.5,1500,300,High,NRM&CS,High,High
200,1010,0.90625,25,26,Reef,EXP,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Chris,0.75,0.75,0.25,1000,1000,High,Dive Professional,High,High
201,1010,0.90625,36,35,Reef,EXP,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Chris,0.75,0.75,0.25,1000,1000,High,Dive Professional,High,High
268,1411,1,2,20,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Chris,1,0.99999,0,1000,1000,High,Dive Professional,High,High
269,1411,1,4,25,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Chris,1,0.99999,0,1000,1000,High,Dive Professional,High,High
508,2788,0.7,21,15,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Lad,1,0.99999,0,10000,1000,High,NRM&CS,High,High
527,2816,0.636363636,40,38,Reef,EXP,hunt,active,midday,1,1,1.002,0.0167,1.002,1.002,Lad,0.333333333,0.333333333,0.666666667,10000,1000,High,NRM&CS,High,High
181,1002,0.90625,17,15,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Dan,1,0.99999,0,300,2000,High,Dive Professional,High,High
173,463,0.775,45,40,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Ed,1,0.99999,0,NA,NA,High,Volunteer,High,High
178,464,0.775,33,39,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Ed,0.666666667,0.666666667,0.333333333,NA,NA,High,Volunteer,High,High
383,2191,1,20,33,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Jeremy,1,0.99999,0,NA,NA,High,Dive Professional,High,High
384,2193,1,38,11,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Jeremy,1,0.99999,0,NA,NA,High,Dive Professional,High,High
202,1011,0.90625,NA,19,Reef,SH,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,John,1,0.99999,0,NA,NA,NA,NA,High,High
203,1011,0.90625,NA,24,Reef,EXP,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,John,1,0.99999,0,NA,NA,NA,NA,High,High
208,1012,0.90625,10,30,Reef,EXP,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Norm,1,0.99999,0,NA,NA,NA,NA,High,High
16,119,0.891891892,32,6,Reef,EXP,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
17,119,0.891891892,35,22,Reef,EXP,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
228,1112,0.809523809,45,20,Reef,SH,hover,active,Crepuscular,1,1,1.002,0.0167,1.002,1.002,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
45,163,1,38,17,Reef,EXP,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
58,170,1,19.8,18,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
89,208,0.677419355,37,13,Reef,EXP,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Steve Schalk,0.769230769,0.769230769,0.230769231,NA,NA,High,NRM&CS,High,High
184,1003,0.90625,38,21,Reef,SH,hover,active,midday,1,1,1.002,0.0167,1.002,1.002,Tony,0.857142857,0.857142857,0.142857143,NA,NA,NA,Dive Professional,High,High
214,1014,0.90625,3,15,Reef,EXP,hunt,active,midday,1,1,1.002,0.0167,1.002,1.002,Tony,1,0.99999,0,NA,NA,NA,Dive Professional,High,High
215,1015,0.90625,4,27,Reef,SH,rest,rest,midday,1,1,1.002,0.0167,1.002,1.002,Tony,1,0.99999,0,NA,NA,NA,Dive Professional,High,High
309,2043,0.893939394,30,20,Reef,EXP,hover,active,midday,1,1,1.134,0.0189,1.134,1.134,Terry,0.833333333,0.833333333,0.166666667,1231,300,High,NRM&CS,High,High
331,2095,0.923076923,24,40,Reef,SH,rest,rest,midday,1,1,1.2,0.02,1.2,1.2,Shelby,0.75,0.75,0.25,1000,300,High,NRM&CS,High,High
316,2059,0.677419355,21,40,Reef,SH,rest,rest,midday,1,1,1.332,0.0222,1.332,1.332,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
93,208,0.677419355,15,15,Reef,SH,hover,active,midday,1,1,3.498,0.0583,1.332,1.332,Steve Schalk,0.769230769,0.769230769,0.230769231,NA,NA,High,NRM&CS,High,High
149,379,NA,33,35,Reef,SH,rest,rest,midday,1,1,1.5,0.025,1.5,1.5,Ed,0.5,0.5,0.5,NA,NA,High,Volunteer,High,High
311,2043,0.893939394,30,30,Reef,SH,rest,rest,midday,1,1,1.566,0.0261,1.566,1.566,Terry,0.833333333,0.833333333,0.166666667,1231,300,High,NRM&CS,High,High
312,2043,0.893939394,50,25,Reef,EXP,hover,active,midday,1,1,1.584,0.0264,1.584,1.584,Terry,0.833333333,0.833333333,0.166666667,1231,300,High,NRM&CS,High,High
76,207,0.677419355,8,25,Reef,SH,rest,rest,midday,1,1,1.752,0.0292,1.752,1.752,Steve Schalk,0.5,0.5,0.5,NA,NA,High,NRM&CS,High,High
333,2095,0.923076923,24,35,Reef,SH,rest,rest,midday,1,1,1.836,0.0306,1.836,1.836,Shelby,0.75,0.75,0.25,1000,300,High,NRM&CS,High,High
77,207,0.677419355,8,8,Reef,EXP,rest,rest,midday,1,1,1.914,0.0319,1.914,1.914,Steve Schalk,0.5,0.5,0.5,NA,NA,High,NRM&CS,High,High
875,5127,0.735442192,NA,40,Reef,EXP,NA,NA,Crepuscular,1,1,2,0.03333,1.916666667,1.916666667,Hale and Sterne,0.9,0.9,0.1,NA,NA,High,Volunteer,High,High
317,2059,0.677419355,8,42,Reef,SH,rest,rest,midday,1,1,1.932,0.0322,1.932,1.932,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
352,2131,0.65,10.3,20,Reef,SH,rest,rest,midday,1,1,1.95,0.0325,1.95,1.95,Terry,0.5,0.5,0.5,1231,300,High,NRM&CS,High,High
143,362,0.8,24,17,Reef,SH,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
160,399,0.529411765,44,14,Reef,EXP,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
270,1417,0.858974359,13,33,Reef,SH,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Liz,1,0.99999,0,400,200,High,NRM&CS,High,High
432,2457,0.733333333,4,38,Reef,SH,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Liz,0.666666667,0.666666667,0.333333333,400,200,High,NRM&CS,High,High
130,298,0.555555556,7,16,Sand,EXP,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Lad,0.5,0.5,0.5,10000,1000,High,NRM&CS,High,High
535,2826,0.636363636,26,30,Reef,EXP,hover,active,midday,1,1,1.998,0.0333,1.998,1.998,Lad,1,0.99999,0,10000,1000,High,NRM&CS,High,High
182,1002,0.90625,17,15,Reef,SH,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Dan,1,0.99999,0,300,2000,High,Dive Professional,High,High
249,1303,0.846153846,0,10,Reef,EXP,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Dan,1,0.99999,0,300,2000,High,Dive Professional,High,High
204,1011,0.90625,NA,11,Reef,EXP,hover,active,midday,1,1,1.998,0.0333,1.998,1.998,John,1,0.99999,0,NA,NA,NA,NA,High,High
224,1110,0.809523809,5,30,Reef,SH,hover,active,midday,1,1,1.998,0.0333,1.998,1.998,John,1,0.99999,0,NA,NA,NA,NA,High,High
209,1012,0.90625,10,20,Reef,SH,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Norm,1,0.99999,0,NA,NA,NA,NA,High,High
196,1009,0.90625,34,21,Reef,EXP,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
197,1009,0.90625,43,35,Reef,EXP,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
47,163,1,28,9,Reef,EXP,hover,active,midday,1,1,1.998,0.0333,1.998,1.998,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
49,163,1,NA,15,Sand,EXP,hover,active,midday,1,1,1.998,0.0333,1.998,1.998,Steve,1,0.99999,0,NA,NA,High,Dive Professional,High,High
190,1005,0.90625,50,11,Reef,EXP,hover,active,midday,1,1,1.998,0.0333,1.998,1.998,Steve BI,1,0.99999,0,NA,NA,High,Dive Professional,High,High
185,1003,0.90625,12,34,Reef,SH,rest,rest,midday,1,1,1.998,0.0333,1.998,1.998,Tony,0.857142857,0.857142857,0.142857143,NA,NA,NA,Dive Professional,High,High
613,5102,0.735442192,NA,25,Reef,EXP,hover,active,Crepuscular,1,1,2,0.0333,2,2,Hale and Sterne,0.786,0.786,0.214,NA,NA,High,Volunteer,High,High
645,5104,0.735442192,NA,18,Reef,SH,rest,rest,midday,1,1,2,0.0333,2,2,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
669,5108,0.735442192,NA,25,Reef,EXP,swim,active,midday,1,1,2,0.0333,2,2,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
699,5112,0.735442192,NA,20,Reef,EXP,hunt,active,Crepuscular,1,1,2,0.0333,2,2,Hale and Sterne,0.75,0.75,0.25,NA,NA,High,Volunteer,High,High
700,5112,0.735442192,NA,17,Reef,EXP,hunt,active,Crepuscular,1,1,2,0.0333,2,2,Hale and Sterne,0.75,0.75,0.25,NA,NA,High,Volunteer,High,High
768,5119,0.735442192,NA,12,Reef,SH,swim,active,midday,1,1,2,0.03333,2,2,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
800,5122,0.735442192,NA,20,Reef,EXP,hunt,active,midday,1,1,2,0.03333,2,2,Hale and Sterne,0.75,0.75,0.25,NA,NA,High,Volunteer,High,High
872,5127,0.735442192,NA,21,Reef,EXP,swim,active,Crepuscular,1,1,2,0.03333,2,2,Hale and Sterne,0.9,0.9,0.1,NA,NA,High,Volunteer,High,High
873,5127,0.735442192,NA,25,Reef,EXP,swim,active,Crepuscular,1,1,4,0.06667,2,2,Hale and Sterne,0.9,0.9,0.1,NA,NA,High,Volunteer,High,High
899,5132,0.735442192,NA,30,Reef,SH,rest,rest,midday,1,1,3,0.05,2,2,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
900,5132,0.735442192,NA,20,Reef,SH,rest,rest,midday,1,1,2,0.03333,2,2,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
901,5132,0.735442192,NA,35,Reef,SH,rest,rest,midday,1,1,2,0.03333,2,2,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
225,1110,0.809523809,5,30,Reef,SH,rest,rest,midday,1,1,4.002,0.0667,2.004,2.004,John,1,0.99999,0,NA,NA,NA,NA,High,High
90,208,0.677419355,15,17,Reef,SH,hover,active,midday,1,1,2.166,0.0361,2.166,2.166,Steve Schalk,0.769230769,0.769230769,0.230769231,NA,NA,High,NRM&CS,High,High
250,1303,0.846153846,19,15,Reef,SH,rest,rest,midday,1,1,3,0.05,2.916666667,2.916666667,Dan,1,0.99999,0,300,2000,High,Dive Professional,High,High
871,5127,0.735442192,NA,25,Reef,EXP,NA,NA,Crepuscular,1,1,3,0.05,2.916666667,2.916666667,Hale and Sterne,0.9,0.9,0.1,NA,NA,High,Volunteer,High,High
145,364,0.8,5,27,Reef,SH,rest,rest,midday,1,1,12,0.2,3,3,Liz,0.5,0.5,0.5,400,200,High,NRM&CS,High,High
499,2770,0.7,32,10,Reef,SH,rest,rest,midday,1,1,3,0.05,3,3,Lad,0.75,0.75,0.25,10000,1000,High,NRM&CS,High,High
506,2778,0.7,30,20,Reef,SH,rest,rest,midday,1,1,3,0.05,3,3,Lad,1,0.99999,0,10000,1000,High,NRM&CS,High,High
578,5100,0.735442192,NA,15,Reef,EXP,hover,active,Crepuscular,1,1,3,0.05,3,3,Andy and Chuck,0.6,0.6,0.4,NA,NA,High,Volunteer,High,High
668,5108,0.735442192,NA,40,Reef,SH,swim,active,midday,1,1,3,0.05,3,3,Hale and Sterne,1,0.99999,0,NA,NA,High,Volunteer,High,High
205,1011,0.90625,NA,17,Reef,SH,rest,rest,midday,1,1,3,0.05,3,3,John,1,0.99999,0,NA,NA,NA,NA,High,High
18,119,0.891891892,10,12,Reef,SH,rest,rest,midday,1,1,3,0.05,3,3,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
193,1007,NA,10,34,Reef,SH,rest,rest,midday,1,1,3,0.05,3,3,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
229,1112,0.809523809,45,23,Reef,SH,hover,active,Crepuscular,1,1,4.002,0.0667,3,3,Robert,1,0.99999,0,NA,NA,NA,NRM&CS,High,High
186,1003,0.90625,12,12,Reef,SH,rest,rest,midday,1,1,3,0.05,3,3,Tony,0.857142857,0.857142857,0.142857143,NA,NA,NA,Dive Professional,High,High
187,1003,0.90625,13,31,Reef,SH,rest,rest,midday,1,1,3,0.05,3,3,Tony,0.857142857,0.857142857,0.142857143,NA,NA,NA,Dive Professional,High,High
188,1003,0.90625,13,32,Reef,SH,rest,rest,midday,1,1,3,0.05,3,3,Tony,0.857142857,0.857142857,0.142857143,NA,NA,NA,Dive Professional,High,High
870,5127,0.735442192,NA,20,Reef,EXP,hunt,active,Crepuscular,1,1,7,0.11667,4,4,Hale and Sterne,0.9,0.9,0.1,NA,NA,High,Volunteer,High,High
194,1007,NA,0,18,Reef,EXP,hover,active,midday,1,1,4.002,0.0667,4.002,4.002,Chris,1,0.99999,0,1000,1000,High,Dive Professional,High,High
531,2820,0.636363636,4,46,Reef,EXP,rest,rest,midday,1,1,4.002,0.0667,4.002,4.002,Lad,1,0.99999,0,10000,1000,High,NRM&CS,High,High
340,2112,0.923076923,3.5,38,Reef,SH,hover,active,midday,1,1,4.734,0.0789,4.734,4.734,Shelby,1,0.99999,0,1000,300,High,NRM&CS,High,High
80,207,0.677419355,24,24,Reef,SH,rest,rest,midday,1,1,6,0.1,6,6,Steve Schalk,0.5,0.5,0.5,NA,NA,High,NRM&CS,High,High
206,1011,0.90625,NA,15,Reef,EXP,hover,active,midday,1,1,7.002,0.1167,7.002,7.002,John,1,0.99999,0,NA,NA,NA,NA,High,High
207,1011,0.90625,NA,17,Reef,EXP,hover,active,midday,1,1,7.002,0.1167,7.002,7.002,John,1,0.99999,0,NA,NA,NA,NA,High,High
210,1012,0.90625,10,28,Reef,EXP,hover,active,midday,1,1,7.002,0.1167,7.002,7.002,Norm,1,0.99999,0,NA,NA,NA,NA,High,High
534,2826,0.636363636,26,28,Reef,EXP,hover,active,midday,1,1,9,0.15,9,9,Lad,1,0.99999,0,10000,1000,High,NRM&CS,High,High
211,1012,0.90625,1,20,Reef,EXP,rest,rest,midday,1,1,10.998,0.1833,10.998,10.998,Norm,1,0.99999,0,NA,NA,NA,NA,High,High
475,2643,0.733333333,8,15,Reef,SH,hover,active,midday,1,1,0,0,0,1e-8,Jack Fishman,1,0.99999,0,400,2,Low,Intern,Low,Low
449,2534,0.714285714,2,20,Sponge,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,BZ,1,0.99999,0,150,0,Low,Intern,Low,Low
59,173,1,38.8,13,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Lindsay,1,0.99999,0,500,0,Low,Volunteer,Low,Low
476,2644,0.733333333,33,12,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Jack Fishman,1,0.99999,0,400,2,Low,Intern,Low,Low
478,2645,0.733333333,32,13,Sand,EXP,hover,active,Crepuscular,1,1,0,0,0.083333333,0.083333333,Jack Fishman,1,0.99999,0,400,2,Low,Intern,Low,Low
479,2645,0.733333333,36,33,Reef,SH,rest,rest,Crepuscular,1,1,0,0,0.083333333,0.083333333,Jack Fishman,1,0.99999,0,400,2,Low,Intern,Low,Low
480,2645,0.733333333,30,9,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Jack Fishman,1,0.99999,0,400,2,Low,Intern,Low,Low
262,1405,1,25,28,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Colin,1,0.99999,0,250,10,Low,Intern,Low,Low
134,299,0.555555556,14,30,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Keri,1,0.99999,0,150,10,Low,Intern,Low,Low
51,164,1,13,20,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Alex,1,0.99999,0,100,50,Low,Intern,Low,Low
392,2282,0.909090909,0,27,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Alyssa,1,0.99999,0,100,100,Low,Intern,Low,Low
393,2282,0.909090909,0,28,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Alyssa,1,0.99999,0,100,100,Low,Intern,Low,Low
395,2282,0.909090909,0,NA,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Alyssa,1,0.99999,0,100,100,Low,Intern,Low,Low
403,2344,0.625,15,20,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Alyssa,1,0.99999,0,100,100,Low,Intern,Low,Low
422,2445,0.733333333,29,16,Reef,SH,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Alyssa,1,0.99999,0,100,100,Low,Intern,Low,Low
423,2445,0.733333333,48,30,Reef,EXP,swim,active,midday,1,1,0,0,0.083333333,0.083333333,Alyssa,1,0.99999,0,100,100,Low,Intern,Low,Low
572,2905,0.846153846,3,28,Reef,EXP,hover,active,midday,1,1,0,0,0.083333333,0.083333333,Alyssa,1,0.99999,0,100,100,Low,Intern,Low,Low
573,2905,0.846153846,23,24,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Alyssa,1,0.99999,0,100,100,Low,Intern,Low,Low
574,2905,0.846153846,30,23,Reef,EXP,rest,rest,midday,1,1,0,0,0.083333333,0.083333333,Alyssa,1,0.99999,0,100,100,Low,Intern,Low,Low
607,5101,0.735442192,NA,20,Reef,EXP,swim,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Bryan and Anna,0.75,0.75,0.25,NA,NA,Low,Volunteer,Low,Low
608,5101,0.735442192,NA,25,Reef,EXP,swim,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Bryan and Anna,0.75,0.75,0.25,NA,NA,Low,Volunteer,Low,Low
609,5101,0.735442192,NA,20,Reef,EXP,swim,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Bryan and Anna,0.75,0.75,0.25,NA,NA,Low,Volunteer,Low,Low
727,5114,0.735442192,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.0014,0.083333333,0.083333333,Bryan and Anna,0.5,0.5,0.5,NA,NA,Low,Volunteer,Low,Low
797,5121,0.735442192,NA,20,Reef,SH,hover,active,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Hall and Wicksten,0.666666667,0.666666667,0.333333333,NA,NA,Low,Volunteer,Low,Low
1028,5412,0.485620915,NA,29,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Jason and Gaduken,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Low,Low
1029,5412,0.485620915,NA,30,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Jason and Gaduken,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Low,Low
1045,5425,0.485620915,NA,NA,Reef,NA,NA,NA,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Jason and Gaduken,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Low,Low
978,5314,0.397435641,NA,32,Reef,SH,rest,rest,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Mark and Wes,0.416666667,0.416666667,0.583333333,NA,NA,Low,Volunteer,Low,Low
979,5314,0.397435641,NA,30,Reef,SH,rest,rest,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Mark and Wes,0.416666667,0.416666667,0.583333333,NA,NA,Low,Volunteer,Low,Low
980,5314,0.397435641,NA,30,Reef,SH,rest,rest,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Mark and Wes,0.416666667,0.416666667,0.583333333,NA,NA,Low,Volunteer,Low,Low
981,5314,0.397435641,NA,36,Reef,SH,rest,rest,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Mark and Wes,0.416666667,0.416666667,0.583333333,NA,NA,Low,Volunteer,Low,Low
982,5314,0.397435641,NA,30,Reef,SH,rest,rest,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Mark and Wes,0.416666667,0.416666667,0.583333333,NA,NA,Low,Volunteer,Low,Low
1072,5429,0.485620915,NA,20,Reef,EXP,hover,active,Crepuscular,1,1,0.083333333,0.00139,0.083333333,0.083333333,Mike and Amanda,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Low,Low
1094,5440,0.485620915,NA,20,Reef,SH,rest,rest,midday,1,1,0.083333333,0.00139,0.083333333,0.083333333,Mike and Amanda,0.333333333,0.333333333,0.666666667,NA,NA,Low,Volunteer,Low,Low
721,5114,0.735442192,NA,21,Reef,SH,rest,rest,Crepuscular,1,1,0.116666667,0.0019,0.116666667,0.116666667,Bryan and Anna,0.5,0.5,0.5,NA,NA,Low,Volunteer,Low,Low
401,2311,0.625,NA,24,Reef,SH,rest,rest,midday,1,1,0.252,0.0042,0.252,0.252,Alyssa,1,0.99999,0,100,100,Low,Intern,Low,Low
881,5127,0.735442192,NA,22,Reef,EXP,rest,rest,Crepuscular,1,1,0.283333333,0.00472,0.283333333,0.283333333,Bryan and Anna,1,0.99999,0,NA,NA,Low,Volunteer,Low,Low
484,2671,0.733333333,55,22,Reef,SH,hover,active,midday,1,1,0.33,0.0055,0.33,0.33,Jack Fishman,1,0.99999,0,400,2,Low,Intern,Low,Low
363,2159,0.775,40.7,23,Reef,SH,hover,active,midday,1,1,0.498,0.0083,0.498,0.498,Ana,0.5,0.5,0.5,260,0,Low,Intern,Low,Low
470,2607,0.714285714,15,25,Reef,SH,hover,active,midday,1,1,0.498,0.0083,0.498,0.498,Kristen,1,0.99999,0,400,0,Low,Intern,Low,Low
61,174,1,31,14,Reef,SH,rest,rest,midday,1,1,0.498,0.0083,0.498,0.498,Alex,1,0.99999,0,100,50,Low,Intern,Low,Low
62,174,1,10,20,Reef,SH,rest,rest,midday,1,1,0.498,0.0083,0.498,0.498,Alex,1,0.99999,0,100,50,Low,Intern,Low,Low
880,5127,0.735442192,NA,24,Reef,EXP,hover,active,Crepuscular,1,1,0.5,0.00833,0.5,0.5,Bryan and Anna,1,0.99999,0,NA,NA,Low,Volunteer,Low,Low
324,2076,0.8,10.6,27,Sponge,EXP,hover,active,midday,1,1,0.582,0.0097,0.582,0.582,Kristian,1,0.99999,0,60,50,Low,Intern,Low,Low
409,2372,1,3.5,5,Reef,SH,rest,rest,midday,1,1,0.618,0.0103,0.618,0.618,Kristian,1,0.99999,0,60,50,Low,Intern,Low,Low
463,2568,1,34,17,Reef,EXP,hover,active,midday,1,1,0.66,0.011,0.66,0.66,Kristen,1,0.99999,0,400,0,Low,Intern,Low,Low
366,2164,0.775,41.7,33,Reef,EXP,rest,rest,midday,1,1,0.702,0.0117,0.702,0.702,Kristian,1,0.99999,0,60,50,Low,Intern,Low,Low
141,355,1,39,23,Reef,SH,rest,rest,midday,1,1,0.75,0.0125,0.75,0.75,Keri,1,0.99999,0,150,10,Low,Intern,Low,Low
